lambda,cuboid,K,N,scenario,file,sum,total_iters,cost_initial,cost_final,cost_change_pct,ddtheta_initial,dtheta,dtheta_change_pct,final_lambda,fake_dSx,fake_dSy,fake_dOx,fake_dOy,fake_dOz,fake_dDx,fake_dDy,fake_dDz,fake_alpha,fake_offset_x,fake_offset_z,hat_dSx,hat_dSy,hat_dOx,hat_dOy,hat_dOz,hat_dDx,hat_dDy,hat_dDz,hat_alpha,hat_offset_x,hat_offset_z,diff_dSx,diff_dSy,diff_dOx,diff_dOy,diff_dOz,diff_dDx,diff_dDy,diff_dDz,diff_alpha,diff_offset_x,diff_offset_z
LM_low,normal,3,18,G0,run105_u0065083.log,0.03413672,42,207139.351219,0.404162,99.99980488400799,18.92628,1.294945e-06,99.99999315795284,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00129192,4.99963946,-18.97703347,0.0,0.0,0.0,9.9958468,-0.00099123,-0.0043733,0.0,0.0,-0.00129192,-0.00036054,0.02296653,0.0,0.0,0.0,-0.0041532,-0.00099123,-0.0043733
LM_low,normal,3,18,G1,run106_u0065085.log,0.03681898,27,81837.164172,0.38837,99.99952543565759,15.02485,9.877244e-07,99.9999934260615,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-5.99871408,2.00125329,-15.02920022,0.0,0.0,0.0,7.99909684,-0.00231726,-0.00185913,0.0,0.0,0.00128592,0.00125329,-0.02920022,0.0,0.0,0.0,-0.00090316,-0.00231726,-0.00185913
LM_low,normal,3,18,G2,run107_u0065087.log,0.01664881,33,457551.717983,0.233268,99.99994901822224,25.54507,1.878597e-06,99.99999264595085,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-14.00245592,7.9994833,-21.98823392,0.0,0.0,0.0,12.30023005,0.00054489,-0.00113536,0.0,0.0,-0.00245592,-0.0005167,0.01176608,0.0,0.0,0.0,0.00022986,0.00054489,-0.00113536
LM_low,normal,3,18,G3,run108_u0065091.log,0.0163781,32,192226.845135,0.444857,99.99976857706858,23.88596,1.46935e-06,99.99999384847835,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-8.0009539,5.99861232,-24.98898227,0.0,0.0,0.0,14.09897491,0.0006083,0.00138502,0.0,0.0,-0.0009539,-0.00138768,0.01101773,0.0,0.0,0.0,-0.00102547,0.0006083,0.00138502
LM_low,normal,3,18,G4,run109_u0065092.log,0.0208885,32,356115.656929,0.849737,99.99976138735171,15.97604,2.696526e-06,99.99998312143686,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,-12.00018966,3.00045601,-13.00172989,0.0,0.0,0.0,3.31147331,0.00435512,0.00268446,0.0,0.0,-0.00018966,0.00045601,-0.00172989,0.0,0.0,0.0,0.01147336,0.00435512,0.00268446
LM_low,normal,3,24,G0,run110_u0065096.log,0.04553971,35,276203.561955,0.583519,99.99978873588891,16.59573,4.28259e-06,99.99997419462716,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00029328,4.99870498,-18.96924257,0.0,0.0,0.0,9.99086672,-0.00093021,-0.00313049,0.0,0.0,-0.00029328,-0.00129502,0.03075743,0.0,0.0,0.0,-0.00913328,-0.00093021,-0.00313049
LM_low,normal,3,24,G1,run111_u0065098.log,0.03593042,32,109096.258488,0.557878,99.99948863690861,11.95522,2.400003e-06,99.99997992506204,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-6.00028556,1.99815324,-14.97059023,0.0,0.0,0.0,8.00239594,-0.00065934,-0.00133305,0.0,0.0,-0.00028556,-0.00184676,0.02940977,0.0,0.0,0.0,0.00239594,-0.00065934,-0.00133305
LM_low,normal,3,24,G2,run112_u0065099.log,0.0200276,28,609990.018838,0.475491,99.99992204938027,23.65062,9.377319e-07,99.99999603506419,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-14.00017937,7.99930823,-22.00890845,0.0,0.0,0.0,12.29258457,-0.00138637,0.00144602,0.0,0.0,-0.00017937,-0.00069177,-0.00890845,0.0,0.0,0.0,-0.00741562,-0.00138637,0.00144602
LM_low,normal,3,24,G3,run113_u0065009.log,0.0201151,37,256226.509494,0.468767,99.99981704976548,21.25052,1.330773e-06,99.99999373769208,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-8.00001857,5.99851583,-24.98887646,0.0,0.0,0.0,14.09428735,0.00076114,0.00101465,0.0,0.0,-1.857e-05,-0.00148417,0.01112354,0.0,0.0,0.0,-0.00571303,0.00076114,0.00101465
LM_low,normal,3,24,G4,run114_u0065014.log,0.04796639,37,474645.255619,0.970673,99.999795495059,18.21927,1.484153e-06,99.99999185393817,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,-11.99839647,3.00189439,-13.02310812,0.0,0.0,0.0,3.31770427,0.00356261,9.342e-05,0.0,0.0,0.00160353,0.00189439,-0.02310812,0.0,0.0,0.0,0.01770432,0.00356261,9.342e-05
LM_low,normal,3,36,G0,run115_u0065047.log,0.03075698,37,414302.569598,0.737431,99.99982200665549,17.76521,1.47582e-06,99.99999169263971,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00072942,4.99940627,-18.97671446,0.0,0.0,0.0,9.99846752,-0.00077671,-0.0038391,0.0,0.0,-0.00072942,-0.00059373,0.02328554,0.0,0.0,0.0,-0.00153248,-0.00077671,-0.0038391
LM_low,normal,3,36,G1,run116_u0065082.log,0.03394277,34,163652.534461,0.721596,99.9995590682403,14.21178,2.188335e-06,99.999984601964,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-5.9991796,2.00141362,-15.02676915,0.0,0.0,0.0,7.9975239,-0.00142356,-0.00103994,0.0,0.0,0.0008204,0.00141362,-0.02676915,0.0,0.0,0.0,-0.0024761,-0.00142356,-0.00103994
LM_low,normal,3,36,G2,run117_u0065085.log,0.00831038,35,915093.682899,0.590979,99.99993541874335,24.03798,1.102309e-06,99.9999954143027,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-14.00142737,7.99912123,-21.99729559,0.0,0.0,0.0,12.30125381,0.00070146,0.00134475,0.0,0.0,-0.00142737,-0.00087877,0.00270441,0.0,0.0,0.0,0.00125362,0.00070146,0.00134475
LM_low,normal,3,36,G3,run118_u0065087.log,0.00869152,36,384425.133574,0.952009,99.9997523551618,23.98647,1.07653e-06,99.99999551192819,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-8.0010489,5.99999332,-25.00518312,0.0,0.0,0.0,14.09917756,-0.00099915,0.00063084,0.0,0.0,-0.0010489,-6.68e-06,-0.00518312,0.0,0.0,0.0,-0.00082283,-0.00099915,0.00063084
LM_low,normal,3,36,G4,run119_u0065091.log,0.0226455,29,712094.312018,1.670808,99.9997653670347,16.29621,1.191351e-05,99.99992689398333,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,-11.99922027,2.99921053,-12.98540484,0.0,0.0,0.0,3.29408388,0.00030331,0.00026176,0.0,0.0,0.00077973,-0.00078947,0.01459516,0.0,0.0,0.0,-0.00591607,0.00030331,0.00026176
LM_low,normal,3,60,G0,run120_u0065092.log,0.03841015,32,690661.516275,1.343899,99.99980541857795,16.18708,8.786725e-06,99.99994571766494,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00034322,4.9976875,-18.97250131,0.0,0.0,0.0,9.99486305,-0.00286532,-0.00025347,0.0,0.0,-0.00034322,-0.0023125,0.02749869,0.0,0.0,0.0,-0.00513695,-0.00286532,-0.00025347
LM_low,normal,3,60,G1,run121_u0065053.log,0.021079340000000002,33,272850.855468,1.295556,99.99952517795928,11.89607,6.357146e-06,99.99994656095667,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-6.00001274,1.99996661,-15.01806146,0.0,0.0,0.0,8.00165645,-0.0005441,-0.0007712,0.0,0.0,-1.274e-05,-3.339e-05,-0.01806146,0.0,0.0,0.0,0.00165645,-0.0005441,-0.0007712
LM_low,normal,3,60,G2,run122_u0065083.log,0.00741235,39,1524862.594955,1.214267,99.99992036875952,21.41743,1.05062e-06,99.99999509455617,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-14.00000606,7.99980595,-21.99450808,0.0,0.0,0.0,12.29939702,0.00050461,0.00061254,0.0,0.0,-6.06e-06,-0.00019405,0.00549192,0.0,0.0,0.0,-0.00060317,0.00050461,0.00061254
LM_low,normal,3,60,G3,run123_u0065096.log,0.01817785,35,640753.324985,1.612697,99.9997483123478,20.91943,3.325408e-06,99.99998410373514,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-8.00115559,5.99856841,-24.98952592,0.0,0.0,0.0,14.09653744,-0.00019756,-0.00145609,0.0,0.0,-0.00115559,-0.00143159,0.01047408,0.0,0.0,0.0,-0.00346294,-0.00019756,-0.00145609
LM_low,normal,3,60,G4,run124_u0065098.log,0.01203244,31,1186789.389412,2.344351,99.99980246276039,15.98098,6.458861e-06,99.99995958407432,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,-12.00008569,3.00086559,-13.00667307,0.0,0.0,0.0,3.29733069,-0.00075409,-0.00098474,0.0,0.0,-8.569e-05,0.00086559,-0.00667307,0.0,0.0,0.0,-0.00266926,-0.00075409,-0.00098474
LM_low,normal,3,90,G0,run125_u0065099.log,0.01781286,33,1035855.81748,2.219803,99.99978570347702,18.31632,5.324272e-06,99.99997093154083,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.99999023,4.99892556,-18.98887238,0.0,0.0,0.0,9.99712577,-0.00113406,-0.00159274,0.0,0.0,9.77e-06,-0.00107444,0.01112762,0.0,0.0,0.0,-0.00287423,-0.00113406,-0.00159274
LM_low,normal,3,90,G1,run126_u0065009.log,0.01384794,37,409201.870485,2.175684,99.99946831034828,13.06323,8.175735e-06,99.99993741413877,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-5.99983266,1.9993943,-14.99534174,0.0,0.0,0.0,7.99288798,-0.0004889,0.00081572,0.0,0.0,0.00016734,-0.0006057,0.00465826,0.0,0.0,0.0,-0.00711202,-0.0004889,0.00081572
LM_low,normal,3,90,G2,run127_u0065014.log,0.00919677,37,2287684.143422,1.920759,99.99991603915228,23.89823,1.19736e-06,99.99999498975447,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-14.00091834,8.00017772,-21.99364578,0.0,0.0,0.0,12.29920104,-0.0005675,0.00037984,0.0,0.0,-0.00091834,0.00017772,0.00635422,0.0,0.0,0.0,-0.00079915,-0.0005675,0.00037984
LM_low,normal,3,90,G3,run128_u0065020.log,0.01796538,35,960977.986707,2.533206,99.99973639292106,21.0218,4.88222e-06,99.99997677544263,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-8.00006108,5.99889361,-24.98627895,0.0,0.0,0.0,14.09805948,0.00039624,-0.00073972,0.0,0.0,-6.108e-05,-0.00110639,0.01372105,0.0,0.0,0.0,-0.0019409,0.00039624,-0.00073972
LM_low,normal,3,90,G4,run129_u0065064.log,0.01572617,35,1780327.879598,3.59887,99.99979785352792,15.66816,2.943159e-06,99.99998121566924,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,-12.00008525,3.00066514,-13.00669903,0.0,0.0,0.0,3.30524688,0.00174819,-0.00128163,0.0,0.0,-8.525e-05,0.00066514,-0.00669903,0.0,0.0,0.0,0.00524693,0.00174819,-0.00128163
LM_low,normal,3,180,G0,run130_u0065077.log,0.023555680000000002,34,2071698.437593,4.386375,99.99978827154955,17.24942,7.988766e-06,99.99995368675583,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00052566,4.99867124,-18.98143813,0.0,0.0,0.0,10.00127735,-0.00084534,-0.0010167,0.0,0.0,-0.00052566,-0.00132876,0.01856187,0.0,0.0,0.0,0.00127735,-0.00084534,-0.0010167
LM_low,normal,3,180,G1,run131_u0065081.log,0.0105478,34,818331.391696,4.027016,99.99950789911753,12.99118,3.196726e-06,99.99997539310516,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-5.99975068,1.99973628,-15.00860639,0.0,0.0,0.0,7.99870022,4.382e-05,-8.477e-05,0.0,0.0,0.00024932,-0.00026372,-0.00860639,0.0,0.0,0.0,-0.00129978,4.382e-05,-8.477e-05
LM_low,normal,3,180,G2,run132_u0065082.log,0.00514672,35,4575217.670105,4.014851,99.99991224786908,22.81412,2.3342e-06,99.99998976861698,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-14.00043281,7.9998879,-21.99677199,0.0,0.0,0.0,12.30077858,-0.00015054,0.00044488,0.0,0.0,-0.00043281,-0.0001121,0.00322801,0.0,0.0,0.0,0.00077838,-0.00015054,0.00044488
LM_low,normal,3,180,G3,run133_u0065085.log,0.00460448,17,1922085.400745,4.748583,99.99975294630518,22.66613,0.0008801009,99.99611710997864,0.01562,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-8.00042935,5.9992276,-25.00041059,0.0,0.0,0.0,14.10201329,-0.000286,-0.00069323,0.0,0.0,-0.00042935,-0.0007724,-0.00041059,0.0,0.0,0.0,0.00201291,-0.000286,-0.00069323
LM_low,normal,3,180,G4,run134_u0065087.log,0.0170767,33,3560498.936434,7.087597,99.9998009380953,15.73751,6.212051e-06,99.99996052710372,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,-11.99936687,2.99971572,-12.9864248,0.0,0.0,0.0,3.30155885,0.00043927,-0.00058592,0.0,0.0,0.00063313,-0.00028428,0.0135752,0.0,0.0,0.0,0.0015589,0.00043927,-0.00058592
LM_low,normal,3,360,G0,run135_u0065091.log,0.02260171,38,4143042.042093,8.67127,99.99979070282387,17.29968,1.082794e-05,99.99993740959371,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00039848,4.99864888,-18.98395299,0.0,0.0,0.0,10.00389273,-0.00023554,-0.00067683,0.0,0.0,-0.00039848,-0.00135112,0.01604701,0.0,0.0,0.0,0.00389273,-0.00023554,-0.00067683
LM_low,normal,3,360,G1,run136_u0065007.log,0.011102820000000001,36,1636842.985812,8.07792,99.99950649389893,13.18065,9.010835e-06,99.9999316358829,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-6.00012681,1.99958616,-15.00591101,0.0,0.0,0.0,8.00387555,6.488e-05,-0.00071073,0.0,0.0,-0.00012681,-0.00041384,-0.00591101,0.0,0.0,0.0,0.00387555,6.488e-05,-0.00071073
LM_low,normal,3,360,G2,run137_u0065031.log,0.00268153,20,9150452.530132,8.065337,99.99991185859963,23.33689,0.0001125312,99.99951779693009,0.01562,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-14.00038124,7.99991994,-21.99997644,0.0,0.0,0.0,12.30163989,-0.00048606,-7.091e-05,0.0,0.0,-0.00038124,-8.006e-05,2.356e-05,0.0,0.0,0.0,0.0016397,-0.00048606,-7.091e-05
LM_low,normal,3,360,G3,run138_u0065047.log,0.0075425399999999995,35,3844626.998474,9.598646,99.99975033609232,22.21342,1.606006e-05,99.9999277010924,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-8.00022754,5.99969235,-25.00530518,0.0,0.0,0.0,14.10127404,4.808e-05,-0.00038043,0.0,0.0,-0.00022754,-0.00030765,-0.00530518,0.0,0.0,0.0,0.00127366,4.808e-05,-0.00038043
LM_low,normal,3,360,G4,run139_u0065092.log,0.019962320000000002,35,7120763.599891,14.260584,99.99979973237701,15.81612,1.058641e-05,99.999933065695,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,-11.99941808,2.9996789,-12.98436913,0.0,0.0,0.0,3.30210454,0.00070194,-0.0006219,0.0,0.0,0.00058192,-0.0003211,0.01563087,0.0,0.0,0.0,0.00210459,0.00070194,-0.0006219
LM_high,normal,3,3,G0,run140_u0065098.log,0.01771785,34,34626.358554,0.024648,99.99992881723338,15.48764,1.083236e-06,99.99999300580335,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00167989,5.00017455,-18.99192055,0.0,0.0,0.0,10.00386622,-0.00212433,-0.00179341,0.0,0.0,-0.00167989,0.00017455,0.00807945,0.0,0.0,0.0,0.00386622,-0.00212433,-0.00179341
LM_high,normal,3,3,G1,run141_u0065053.log,0.03702121,34,13730.98587,0.043414,99.99968382459635,11.62381,6.800341e-07,99.99999414964543,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-6.00235744,2.00120652,-15.02882527,0.0,0.0,0.0,8.00123282,-0.00049188,0.00290728,0.0,0.0,-0.00235744,0.00120652,-0.02882527,0.0,0.0,0.0,0.00123282,-0.00049188,0.00290728
LM_high,normal,3,3,G2,run142_u0065083.log,0.03668852,27,76380.162389,0.028819,99.99996226899879,26.33491,7.763486e-07,99.99999705201728,861400.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-14.00218346,7.99777346,-21.98424747,0.0,0.0,0.0,12.286863,0.00077409,-0.00261471,0.0,0.0,-0.00218346,-0.00222654,0.01575253,0.0,0.0,0.0,-0.01313719,0.00077409,-0.00261471
LM_high,normal,3,3,G3,run143_u0065096.log,0.052360489999999996,32,32157.901912,0.044864,99.99986048841083,20.392,1.733957e-06,99.99999149687622,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-8.00200759,5.99891288,-24.9677479,0.0,0.0,0.0,14.10594106,0.00957575,0.00149725,0.0,0.0,-0.00200759,-0.00108712,0.0322521,0.0,0.0,0.0,0.00594068,0.00957575,0.00149725
LM_high,normal,3,3,G4,run144_u0065098.log,0.08936655,27,59387.058298,0.093637,99.99984232760019,15.53462,1.085661e-06,99.99999301134498,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,-11.99826398,3.00362789,-13.07108066,0.0,0.0,0.0,3.30625549,0.00125364,-0.00541281,0.0,0.0,0.00173602,0.00362789,-0.07108066,0.0,0.0,0.0,0.00625553,0.00125364,-0.00541281
LM_high,normal,3,5,G0,run145_u0065053.log,0.052992729999999995,24,57571.284605,0.102477,99.99982199980302,15.36317,8.476167e-07,99.99999448280074,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00121857,4.9948633,-18.9610954,0.0,0.0,0.0,10.00164978,-0.00162729,-0.00445579,0.0,0.0,-0.00121857,-0.0051367,0.0389046,0.0,0.0,0.0,0.00164978,-0.00162729,-0.00445579
LM_high,normal,3,5,G1,run146_u0065083.log,0.04778831,29,22755.333334,0.102917,99.9995477236106,9.266854,2.270139e-06,99.99997550259236,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-6.00017107,1.99698346,-14.96565779,0.0,0.0,0.0,7.99659784,-0.00302395,-0.00383238,0.0,0.0,-0.00017107,-0.00301654,0.03434221,0.0,0.0,0.0,-0.00340216,-0.00302395,-0.00383238
LM_high,normal,3,5,G2,run147_u0065096.log,0.01958851,32,127124.622412,0.174259,99.99986292270002,20.13494,2.526332e-06,99.99998745299463,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-14.00086708,7.99858444,-21.99603603,0.0,0.0,0.0,12.28824527,-0.00099081,0.00059617,0.0,0.0,-0.00086708,-0.00141556,0.00396397,0.0,0.0,0.0,-0.01175492,-0.00099081,0.00059617
LM_high,normal,3,5,G3,run148_u0065098.log,0.06303541,29,53420.546832,0.068023,99.9998726650998,19.20962,9.781293e-07,99.9999949081278,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-7.99634722,6.00036634,-25.04502761,0.0,0.0,0.0,14.09121008,0.00090774,-0.00429064,0.0,0.0,0.00365278,0.00036634,-0.04502761,0.0,0.0,0.0,-0.0087903,0.00090774,-0.00429064
LM_high,normal,3,5,G4,run149_u0065099.log,0.08355451,30,98854.286311,0.123248,99.999875323565,16.85148,1.717901e-06,99.99998980563726,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,-12.00067539,2.99778595,-12.94656227,0.0,0.0,0.0,3.2798149,-0.00355775,0.00348454,0.0,0.0,-0.00067539,-0.00221405,0.05343773,0.0,0.0,0.0,-0.02018505,-0.00355775,0.00348454
LM_high,normal,3,6,G0,run150_u0065009.log,0.02812218,29,69186.211537,0.079869,99.9998845593678,18.04521,2.350108e-06,99.999986976555,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00115461,4.99917306,-18.98536323,0.0,0.0,0.0,10.00218706,-0.00549109,-0.00382571,0.0,0.0,-0.00115461,-0.00082694,0.01463677,0.0,0.0,0.0,0.00218706,-0.00549109,-0.00382571
LM_high,normal,3,6,G1,run151_u0065014.log,0.037086219999999996,21,27412.92906,0.116748,99.99957411336912,11.79499,8.365056e-07,99.99999290795837,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-6.00141673,2.00146572,-15.0248847,0.0,0.0,0.0,8.00578558,0.00149757,0.00203592,0.0,0.0,-0.00141673,0.00146572,-0.0248847,0.0,0.0,0.0,0.00578558,0.00149757,0.00203592
LM_high,normal,3,6,G2,run152_u0065020.log,0.02179923,26,152667.334041,0.058575,99.99996163226379,24.85022,7.998339e-07,99.99999678138101,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-14.00121099,7.99758659,-21.99484635,0.0,0.0,0.0,12.28959475,-0.00180322,-0.00081252,0.0,0.0,-0.00121099,-0.00241341,0.00515365,0.0,0.0,0.0,-0.01040544,-0.00180322,-0.00081252
LM_high,normal,3,6,G3,run153_u0065053.log,0.09955536,32,64128.661421,0.12071,99.99981176903223,24.6167,1.398897e-06,99.99999431728462,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-8.00004022,5.99321522,-24.92302923,0.0,0.0,0.0,14.09020575,0.00391477,0.00205019,0.0,0.0,-4.022e-05,-0.00678478,0.07697077,0.0,0.0,0.0,-0.00979463,0.00391477,0.00205019
LM_high,normal,3,6,G4,run154_u0065064.log,0.04137968,27,118761.272465,0.175744,99.99985201909986,17.61823,1.118024e-06,99.9999936541639,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,-11.99867319,3.00091051,-13.02539564,0.0,0.0,0.0,3.30760856,0.00430546,0.00183265,0.0,0.0,0.00132681,0.00091051,-0.02539564,0.0,0.0,0.0,0.00760861,0.00430546,0.00183265
LM_high,normal,3,9,G0,run155_u0065076.log,0.07980683000000001,29,103579.458628,0.180766,99.99982548084108,16.90068,9.784404e-07,99.99999421064479,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00207294,4.999513,-18.94124454,0.0,0.0,0.0,9.99185022,-0.00454001,0.00580164,0.0,0.0,-0.00207294,-0.000487,0.05875546,0.0,0.0,0.0,-0.00814978,-0.00454001,0.00580164
LM_high,normal,3,9,G1,run156_u0065083.log,0.05161827,32,40916.328247,0.180424,99.99955904156671,12.6328,3.254395e-06,99.99997423852986,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-5.99924972,2.00131442,-15.0440769,0.0,0.0,0.0,7.99547807,-0.00089094,6.38e-05,0.0,0.0,0.00075028,0.00131442,-0.0440769,0.0,0.0,0.0,-0.00452193,-0.00089094,6.38e-05
